127.0.0.1,4242,Ouverture des portes,04:52:21.881372
127.0.0.1,4242,Queue : [],04:52:21.881510
127.0.0.1,4242,Ouverture des portes,04:55:12.413188
127.0.0.1,4242,Queue : [],04:55:12.413269
127.0.0.1,4242,Ouverture des portes,04:56:54.812345
127.0.0.1,4242,Queue : [],04:56:54.812398
127.0.0.1,4242,Ouverture des portes,04:57:39.445236
127.0.0.1,4242,Queue : [],04:57:39.445311
127.0.0.1,4242,Ouverture des portes,04:59:08.744454
127.0.0.1,4242,Queue : [],04:59:08.744516
127.0.0.1,4242,Ouverture des portes,05:07:23.241024
127.0.0.1,4242,Queue : [],05:07:23.241068
127.0.0.1,4242,Ouverture des portes,05:07:27.907475
127.0.0.1,4242,Queue : [],05:07:27.907519
127.0.0.1,4242,Ouverture des portes,05:07:28.174052
127.0.0.1,4242,Queue : [],05:07:28.174093
127.0.0.1,4242,Fermeture des portes,05:07:38.057441
127.0.0.1,4242,Queue : [],05:07:38.057496
127.0.0.1,4242,Appel Etage4,05:07:41.923835
127.0.0.1,4242,Queue : [],05:07:41.923866
127.0.0.1,4242,Commande inconnue : etage0,05:07:43.457563
127.0.0.1,4242,Queue : [],05:07:43.457614
127.0.0.1,4242,Appel Etage0,05:07:45.858015
127.0.0.1,4242,Queue : [],05:07:45.858085
127.0.0.1,4242,Appel Etage0,05:08:13.290393
127.0.0.1,4242,Queue : [],05:08:13.290436
127.0.0.1,4242,Fermeture des portes,05:08:22.206973
127.0.0.1,4242,Queue : [],05:08:22.207012
127.0.0.1,4242,Appel Etage1,05:08:33.840361
127.0.0.1,4242,Queue : [],05:08:33.840388
127.0.0.1,4242,Appel Etage0,05:08:40.356961
127.0.0.1,4242,Queue : [],05:08:40.357013
127.0.0.1,4242,Appel Etage2,05:08:45.756773
127.0.0.1,4242,Queue : [],05:08:45.756808
127.0.0.1,4242,Appel Etage0,05:08:52.240274
127.0.0.1,4242,Queue : [],05:08:52.240317
127.0.0.1,4242,Appel Etage2,05:09:03.273701
127.0.0.1,4242,Queue : [],05:09:03.273755
127.0.0.1,4242,"[etage, 0] ajoute a la queue",05:09:04.473386
127.0.0.1,4242,"Queue : [[etage, 0]]",05:09:04.473443
127.0.0.1,4242,Queue : [],05:13:47.908297
127.0.0.1,4242,Queue : [],05:13:47.918346
127.0.0.1,4242,Queue : [],05:13:47.920336
127.0.0.1,4242,Queue : [],05:13:47.937183
127.0.0.1,4242,Queue : [],05:13:47.953898
127.0.0.1,4242,Queue : [],05:13:47.970738
127.0.0.1,4242,Queue : [],05:13:47.987354
127.0.0.1,4242,Queue : [],05:13:48.004168
127.0.0.1,4242,Queue : [],05:13:48.020749
127.0.0.1,4242,Queue : [],05:13:48.037368
127.0.0.1,4242,Queue : [],05:13:48.054315
127.0.0.1,4242,Queue : [],05:13:48.070981
127.0.0.1,4242,Queue : [],05:13:48.087659
127.0.0.1,4242,Queue : [],05:13:48.104142
127.0.0.1,4242,Queue : [],05:13:48.120964
127.0.0.1,4242,Queue : [],05:13:48.137476
127.0.0.1,4242,Queue : [],05:13:48.154334
127.0.0.1,4242,Queue : [],05:13:48.170844
127.0.0.1,4242,Queue : [],05:13:48.187736
127.0.0.1,4242,Queue : [],05:13:48.204137
127.0.0.1,4242,Queue : [],05:13:48.221032
127.0.0.1,4242,Queue : [],05:13:48.237541
127.0.0.1,4242,Queue : [],05:13:48.254164
127.0.0.1,4242,Queue : [],05:13:48.270954
127.0.0.1,4242,Queue : [],05:13:48.287366
127.0.0.1,4242,Queue : [],05:13:48.304201
127.0.0.1,4242,Queue : [],05:13:48.320858
127.0.0.1,4242,Queue : [],05:13:48.337659
127.0.0.1,4242,Queue : [],05:13:48.354204
127.0.0.1,4242,Queue : [],05:13:48.370821
127.0.0.1,4242,Queue : [],05:13:48.387377
127.0.0.1,4242,Queue : [],05:13:48.404213
127.0.0.1,4242,Queue : [],05:13:48.420831
127.0.0.1,4242,Queue : [],05:13:48.437608
127.0.0.1,4242,Queue : [],05:13:48.454074
127.0.0.1,4242,Queue : [],05:13:48.470839
127.0.0.1,4242,Queue : [],05:13:48.487447
127.0.0.1,4242,Queue : [],05:13:48.504332
127.0.0.1,4242,Queue : [],05:13:48.521112
127.0.0.1,4242,Queue : [],05:13:48.537480
127.0.0.1,4242,Queue : [],05:13:48.554190
127.0.0.1,4242,Queue : [],05:13:48.570958
127.0.0.1,4242,Queue : [],05:13:48.587528
127.0.0.1,4242,Queue : [],05:13:48.604318
127.0.0.1,4242,Queue : [],05:13:48.620892
127.0.0.1,4242,Queue : [],05:13:48.637465
127.0.0.1,4242,Queue : [],05:13:48.654181
127.0.0.1,4242,Queue : [],05:13:48.670961
127.0.0.1,4242,Queue : [],05:13:48.687548
127.0.0.1,4242,Queue : [],05:13:48.704474
127.0.0.1,4242,Queue : [],05:13:48.720954
127.0.0.1,4242,Queue : [],05:13:48.737542
127.0.0.1,4242,Queue : [],05:13:48.753984
127.0.0.1,4242,Queue : [],05:13:48.770710
127.0.0.1,4242,Queue : [],05:13:48.787410
127.0.0.1,4242,Queue : [],05:13:48.804091
127.0.0.1,4242,Queue : [],05:13:48.820898
127.0.0.1,4242,Queue : [],05:13:48.837542
127.0.0.1,4242,Queue : [],05:13:48.854400
127.0.0.1,4242,Queue : [],05:13:48.871014
127.0.0.1,4242,Queue : [],05:13:48.887716
127.0.0.1,4242,Queue : [],05:13:48.904487
127.0.0.1,4242,Queue : [],05:13:48.920728
127.0.0.1,4242,Queue : [],05:13:48.937442
